CODIGO_SINIESTRO;LOCALIDAD;GRAVEDAD;CLASE;TIPO DE VEHICULO;SERVICIO;CONDICION;ESTADO;EDAD;SEXO;HORA
10472690;Fontibón;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;56;MASCULINO;15:00  a 17:59
10472691;Fontibón;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;40;MASCULINO;06:00 a 8:59
10475491;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;24;MASCULINO;18:00 a 20:59
10473557;Rafael Uribe Uribe;Con Heridos;Choque;Camioneta;Particular;PASAJERO;HERIDO;20;MASCULINO;15:00  a 17:59
10472639;Barrios Unidos;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;62;MASCULINO;00:00 a 02:59
10472643;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;33;MASCULINO;18:00 a 20:59
10472646;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;29;MASCULINO;00:00 a 02:59
10472652;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;53;FEMENINO;09:00  a 11:59
10472656;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;28;MASCULINO;15:00  a 17:59
10472658;San Cristóbal;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;MASCULINO;21:00 a 24:00
10472662;San Cristóbal;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;46;FEMENINO;18:00 a 20:59
10472663;Ciudad Bolívar;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;54;MASCULINO;18:00 a 20:59
10472667;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;44;MASCULINO;09:00  a 11:59
10472683;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;FEMENINO;00:00 a 02:59
10472712;Barrios Unidos;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;27;MASCULINO;00:00 a 02:59
10472725;Suba;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;46;MASCULINO;12:00 a 14:59
10472751;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;21;MASCULINO;18:00 a 20:59
10472752;Ciudad Bolívar;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;25;MASCULINO;00:00 a 02:59
10472731;Ciudad Bolívar;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;20;MASCULINO;06:00 a 8:59
10472600;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;37;MASCULINO;06:00 a 8:59
10472619;Tunjuelito;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;22;MASCULINO;21:00 a 24:00
10472620;Rafael Uribe Uribe;Con Heridos;Choque;Camioneta;Publico;PASAJERO;HERIDO;17;MASCULINO;00:00 a 02:59
10472627;San Cristóbal;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;30;MASCULINO;03:00 a 5:59
10472628;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;19;MASCULINO;18:00 a 20:59
10472659;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;53;MASCULINO;18:00 a 20:59
10472660;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;33;MASCULINO;03:00 a 5:59
10472661;San Cristóbal;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;40;MASCULINO;21:00 a 24:00
10472679;Fontibón;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;29;MASCULINO;18:00 a 20:59
10474191;San Cristóbal;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;39;MASCULINO;12:00 a 14:59
10472609;San Cristóbal;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;34;MASCULINO;21:00 a 24:00
10472637;Kennedy;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;FEMENINO;12:00 a 14:59
10472642;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;30;MASCULINO;15:00  a 17:59
10472693;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;63;MASCULINO;03:00 a 5:59
10472622;Los Mártires;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;23;MASCULINO;18:00 a 20:59
10472692;Kennedy;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;37;MASCULINO;03:00 a 5:59
10472697;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;24;MASCULINO;06:00 a 8:59
10472699;San Cristóbal;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;20;MASCULINO;06:00 a 8:59
10472736;Kennedy;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;37;MASCULINO;15:00  a 17:59
10472741;Kennedy;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;21;MASCULINO;18:00 a 20:59
10490825;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;52;MASCULINO;21:00 a 24:00
10472640;Engativá;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;20;MASCULINO;06:00 a 8:59
10472695;Kennedy;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;20;MASCULINO;12:00 a 14:59
10472698;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;20;MASCULINO;12:00 a 14:59
10472701;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;54;MASCULINO;06:00 a 8:59
10472705;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;26;MASCULINO;21:00 a 24:00
10472706;Kennedy;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;33;MASCULINO;18:00 a 20:59
10472707;Barrios Unidos;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;47;MASCULINO;15:00  a 17:59
10472711;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;32;MASCULINO;15:00  a 17:59
10472715;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;44;MASCULINO;06:00 a 8:59
10472724;Tunjuelito;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;33;MASCULINO;21:00 a 24:00
10472727;Tunjuelito;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;46;MASCULINO;06:00 a 8:59
10472757;Suba;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;32;MASCULINO;21:00 a 24:00
10472713;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;15:00  a 17:59
10472755;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;MASCULINO;09:00  a 11:59
10472696;Chapinero;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;26;MASCULINO;15:00  a 17:59
10472714;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;MASCULINO;18:00 a 20:59
10481754;Barrios Unidos;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;33;MASCULINO;09:00  a 11:59
10472824;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;33;MASCULINO;21:00 a 24:00
10472826;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;57;MASCULINO;21:00 a 24:00
10472889;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;00:00 a 02:59
10472785;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;36;FEMENINO;09:00  a 11:59
10472786;Fontibón;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;41;MASCULINO;06:00 a 8:59
10472771;Barrios Unidos;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;29;MASCULINO;06:00 a 8:59
10472774;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;33;MASCULINO;09:00  a 11:59
10472778;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;27;MASCULINO;18:00 a 20:59
10472770;Suba;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;43;MASCULINO;21:00 a 24:00
10472766;Ciudad Bolívar;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;20;MASCULINO;18:00 a 20:59
10472700;Tunjuelito;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;26;MASCULINO;18:00 a 20:59
10473264;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;51;MASCULINO;09:00  a 11:59
10472728;Ciudad Bolívar;Con Heridos;Choque;Motocicleta;Particular;PASAJERO;HERIDO;49;FEMENINO;03:00 a 5:59
10472729;Fontibón;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;HERIDO;55;MASCULINO;06:00 a 8:59
10472756;Los Mártires;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;44;MASCULINO;21:00 a 24:00
10472732;San Cristóbal;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;36;MASCULINO;09:00  a 11:59
10472710;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;24;MASCULINO;03:00 a 5:59
10472737;Ciudad Bolívar;Con Heridos;Atropello;Bus;Publico;CONDUCTOR;ILESO;50;MASCULINO;09:00  a 11:59
10472739;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;27;FEMENINO;21:00 a 24:00
10472740;Kennedy;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;ILESO;30;MASCULINO;00:00 a 02:59
10472743;Rafael Uribe Uribe;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;42;MASCULINO;18:00 a 20:59
10472754;Suba;Solo Daños;Choque;Camioneta;Oficial;CONDUCTOR;ILESO;24;MASCULINO;00:00 a 02:59
10472759;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;15:00  a 17:59
10472761;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;45;MASCULINO;18:00 a 20:59
10472762;Los Mártires;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;28;MASCULINO;06:00 a 8:59
10472765;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;54;MASCULINO;06:00 a 8:59
10472767;Los Mártires;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;43;MASCULINO;21:00 a 24:00
10472769;Barrios Unidos;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;59;MASCULINO;09:00  a 11:59
10472893;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;32;MASCULINO;06:00 a 8:59
10472768;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;43;MASCULINO;06:00 a 8:59
10472772;San Cristóbal;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;38;MASCULINO;09:00  a 11:59
10472775;Chapinero;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;36;MASCULINO;15:00  a 17:59
10472776;Chapinero;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;48;MASCULINO;06:00 a 8:59
10472780;Teusaquillo;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;54;MASCULINO;12:00 a 14:59
10472784;San Cristóbal;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;43;MASCULINO;06:00 a 8:59
10472788;Fontibón;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;35;MASCULINO;18:00 a 20:59
10472816;San Cristóbal;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;36;MASCULINO;21:00 a 24:00
10472720;Tunjuelito;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;46;MASCULINO;15:00  a 17:59
10472844;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;31;MASCULINO;06:00 a 8:59
10472851;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;45;MASCULINO;15:00  a 17:59
10472853;Engativá;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;45;MASCULINO;21:00 a 24:00
10472937;Teusaquillo;Con Heridos;Atropello;Automovil;Particular;CONDUCTOR;ILESO;63;MASCULINO;06:00 a 8:59
10472924;Suba;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;45;FEMENINO;21:00 a 24:00
10472825;Suba;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;49;MASCULINO;03:00 a 5:59
10472842;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;24;MASCULINO;06:00 a 8:59
10472854;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;24;MASCULINO;21:00 a 24:00
10472859;Fontibón;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;28;MASCULINO;00:00 a 02:59
10472862;Los Mártires;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;38;MASCULINO;00:00 a 02:59
10472867;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;60;MASCULINO;12:00 a 14:59
10472868;Suba;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;28;MASCULINO;00:00 a 02:59
10472870;San Cristóbal;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;55;MASCULINO;15:00  a 17:59
10472875;Kennedy;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;34;MASCULINO;18:00 a 20:59
10472876;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;26;FEMENINO;06:00 a 8:59
10472884;Barrios Unidos;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;66;MASCULINO;06:00 a 8:59
10472890;Teusaquillo;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;19;MASCULINO;21:00 a 24:00
10472810;Barrios Unidos;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;51;MASCULINO;12:00 a 14:59
10472814;Chapinero;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;MASCULINO;03:00 a 5:59
10472820;Usaquén;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;21;MASCULINO;21:00 a 24:00
10472823;Ciudad Bolívar;Con Heridos;Atropello;Motocicleta;Oficial;MOTOCICLISTA;HERIDO;49;MASCULINO;21:00 a 24:00
10472829;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;38;MASCULINO;15:00  a 17:59
10472838;Engativá;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;25;MASCULINO;18:00 a 20:59
10472847;Chapinero;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;33;MASCULINO;03:00 a 5:59
10472850;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;18:00 a 20:59
10472860;Kennedy;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;30;MASCULINO;21:00 a 24:00
10472863;La Candelaria;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;21;MASCULINO;12:00 a 14:59
10472871;Engativá;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;48;MASCULINO;06:00 a 8:59
10472882;San Cristóbal;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;61;MASCULINO;09:00  a 11:59
10472883;Barrios Unidos;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;22;MASCULINO;21:00 a 24:00
10474194;Suba;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;50;MASCULINO;09:00  a 11:59
10472789;Rafael Uribe Uribe;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;33;MASCULINO;06:00 a 8:59
10472799;Chapinero;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;35;MASCULINO;21:00 a 24:00
10472800;Rafael Uribe Uribe;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;22;MASCULINO;09:00  a 11:59
10472806;Barrios Unidos;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;44;MASCULINO;12:00 a 14:59
10472807;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;22;FEMENINO;21:00 a 24:00
10482131;Chapinero;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;69;FEMENINO;18:00 a 20:59
10472869;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;53;MASCULINO;15:00  a 17:59
10472913;Usaquén;Con Heridos;Choque;Camioneta;Particular;PASAJERO;HERIDO;8;FEMENINO;21:00 a 24:00
10472919;Ciudad Bolívar;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;19;MASCULINO;06:00 a 8:59
10472970;Fontibón;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;36;MASCULINO;15:00  a 17:59
10472892;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;41;MASCULINO;00:00 a 02:59
10472797;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;48;MASCULINO;06:00 a 8:59
10472803;Suba;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;23;MASCULINO;03:00 a 5:59
10472818;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;27;MASCULINO;09:00  a 11:59
10472819;Suba;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;29;MASCULINO;15:00  a 17:59
10472831;Barrios Unidos;Con Heridos;Choque;Motocicleta;Particular;PASAJERO;HERIDO;20;FEMENINO;18:00 a 20:59
10472830;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;43;MASCULINO;06:00 a 8:59
10472834;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;24;MASCULINO;09:00  a 11:59
10472837;Ciudad Bolívar;Con Heridos;Atropello;Camioneta;Publico;CONDUCTOR;ILESO;48;MASCULINO;18:00 a 20:59
10472840;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;MASCULINO;09:00  a 11:59
10472845;Usaquén;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;49;MASCULINO;21:00 a 24:00
10472878;Chapinero;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;43;MASCULINO;09:00  a 11:59
10472879;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;27;FEMENINO;09:00  a 11:59
10472886;Barrios Unidos;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;20;MASCULINO;12:00 a 14:59
10472887;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;33;FEMENINO;15:00  a 17:59
10472888;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;35;FEMENINO;09:00  a 11:59
10472905;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;35;MASCULINO;18:00 a 20:59
10472906;Kennedy;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;39;MASCULINO;00:00 a 02:59
10472908;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;36;MASCULINO;00:00 a 02:59
10472936;Fontibón;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;22;MASCULINO;06:00 a 8:59
10472939;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;46;MASCULINO;00:00 a 02:59
10472949;Usaquén;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;33;MASCULINO;00:00 a 02:59
10472994;Suba;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;60;MASCULINO;21:00 a 24:00
10472995;Tunjuelito;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;HERIDO;35;MASCULINO;09:00  a 11:59
10472998;Fontibón;Con Heridos;Choque;Motocicleta;Particular;PASAJERO;HERIDO;27;MASCULINO;15:00  a 17:59
10472999;Suba;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;22;MASCULINO;15:00  a 17:59
10472907;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;35;MASCULINO;18:00 a 20:59
10472910;Ciudad Bolívar;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;60;MASCULINO;06:00 a 8:59
10472940;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;46;MASCULINO;09:00  a 11:59
10472941;Rafael Uribe Uribe;Con Heridos;Choque;Camioneta;Particular;CONDUCTOR;ILESO;51;MASCULINO;06:00 a 8:59
10472947;Barrios Unidos;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;34;MASCULINO;09:00  a 11:59
10472954;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;45;MASCULINO;15:00  a 17:59
10472958;Engativá;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;33;MASCULINO;15:00  a 17:59
10472963;Engativá;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;25;MASCULINO;00:00 a 02:59
10472896;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;39;MASCULINO;09:00  a 11:59
10472904;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;68;MASCULINO;09:00  a 11:59
10472997;Suba;Con Heridos;Atropello;Automovil;Particular;CONDUCTOR;ILESO;39;FEMENINO;09:00  a 11:59
10472898;Kennedy;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;66;MASCULINO;00:00 a 02:59
10472899;Barrios Unidos;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;42;FEMENINO;18:00 a 20:59
10472902;Usaquén;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;22;MASCULINO;03:00 a 5:59
10472912;Suba;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;45;MASCULINO;21:00 a 24:00
10472915;Tunjuelito;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;29;MASCULINO;15:00  a 17:59
10472916;Suba;Con Heridos;Choque;Camioneta;Publico;CONDUCTOR;ILESO;23;MASCULINO;21:00 a 24:00
10472918;Kennedy;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;35;MASCULINO;15:00  a 17:59
10472921;Kennedy;Con Heridos;Atropello;Motocicleta;Particular;MOTOCICLISTA;HERIDO;25;MASCULINO;18:00 a 20:59
10472926;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;47;FEMENINO;21:00 a 24:00
10472931;Chapinero;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;31;MASCULINO;06:00 a 8:59
10472933;Engativá;Con Heridos;Atropello;Bus;Publico;CONDUCTOR;ILESO;22;MASCULINO;00:00 a 02:59
10472964;Kennedy;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;26;MASCULINO;18:00 a 20:59
10472967;Los Mártires;Solo Daños;Choque;Motocicleta;Particular;MOTOCICLISTA;ILESO;27;FEMENINO;06:00 a 8:59
10472981;San Cristóbal;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;HERIDO;61;MASCULINO;00:00 a 02:59
10472985;Chapinero;Con Heridos;Choque;Camioneta;Publico;CONDUCTOR;ILESO;24;MASCULINO;18:00 a 20:59
10472987;Engativá;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;59;MASCULINO;06:00 a 8:59
10472990;Ciudad Bolívar;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;24;MASCULINO;03:00 a 5:59
10472894;Usaquén;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;FEMENINO;12:00 a 14:59
10472948;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;40;MASCULINO;00:00 a 02:59
10472950;Barrios Unidos;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;44;MASCULINO;21:00 a 24:00
10472952;Teusaquillo;Solo Daños;Choque;Automovil;Publico;CONDUCTOR;ILESO;31;MASCULINO;18:00 a 20:59
10472955;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;23;MASCULINO;03:00 a 5:59
10472956;Ciudad Bolívar;Con Heridos;Choque;Automovil;Publico;CONDUCTOR;ILESO;25;MASCULINO;00:00 a 02:59
10473356;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;MASCULINO;09:00  a 11:59
10473361;Fontibón;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;44;FEMENINO;00:00 a 02:59
10473147;Kennedy;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;42;MASCULINO;06:00 a 8:59
10472992;Ciudad Bolívar;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;26;MASCULINO;00:00 a 02:59
10472993;Los Mártires;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;34;MASCULINO;21:00 a 24:00
10473000;Engativá;Con Heridos;Choque;Motocicleta;Particular;MOTOCICLISTA;HERIDO;22;FEMENINO;03:00 a 5:59
10473010;Rafael Uribe Uribe;Con Heridos;Choque;Bus;Publico;CONDUCTOR;ILESO;39;MASCULINO;03:00 a 5:59
10473025;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;31;FEMENINO;09:00  a 11:59
10473030;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;29;MASCULINO;03:00 a 5:59
10473041;Usaquén;Solo Daños;Choque;Bus;Publico;CONDUCTOR;ILESO;49;MASCULINO;00:00 a 02:59
10473045;Chapinero;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;19;MASCULINO;12:00 a 14:59
10473051;Barrios Unidos;Solo Daños;Choque;Camioneta;Particular;CONDUCTOR;ILESO;66;MASCULINO;06:00 a 8:59
10473053;Teusaquillo;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;29;MASCULINO;15:00  a 17:59
10472996;Kennedy;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;34;MASCULINO;09:00  a 11:59
10473088;Engativá;Con Heridos;Choque;Automovil;Particular;CONDUCTOR;ILESO;36;MASCULINO;00:00 a 02:59
10473058;Barrios Unidos;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;23;FEMENINO;15:00  a 17:59
10473059;Fontibón;Solo Daños;Choque;Automovil;Particular;CONDUCTOR;ILESO;37;MASCULINO;00:00 a 02:59
10473060;Suba;Solo Daños;Choque;Camioneta;Publico;CONDUCTOR;ILESO;40;MASCULINO;06:00 a 8:59
